Home,Away,HPPHPG,APPAPG,HPPG,APPG,HGPHPG,AGPAPG,HGTPG,AGTPG,HSPHPG,ASPAPG,HSPG,ASPG,HSTPG,ASTPG,HSTPHPG,HSTPAPG,O15HPG,O15APG,O25HPG,O25APG,HAD,H_Win,A_Win,FTG,O15,O25
Man United,Leicester,1.894736842,1.315789474,1.736842105,1.368421053,1.736842105,1.421052632,1.710526316,1.342105263,14.94736842,11.42105263,13.84210526,13.84210526,5.921052632,4.842105263,6.631578947,4.473684211,0.894736842,0.736842105,0.684210526,0.526315789,0,1,0,3,1,1
Bournemouth,Cardiff,1.526315789,0.736842105,1.184210526,0.894736842,1.578947368,0.684210526,1.473684211,0.894736842,12.05263158,9.842105263,11.76315789,11.76315789,4.289473684,3.315789474,4.315789474,3.052631579,0.789473684,0.368421053,0.578947368,0.368421053,0,1,0,2,1,0
Fulham,Crystal Palace,1.105263158,1.526315789,0.684210526,1.289473684,1.157894737,1.684210526,0.894736842,1.342105263,14.42105263,10.36842105,11.92105263,11.92105263,3.921052632,3.842105263,4.526315789,3.684210526,0.894736842,0.578947368,0.526315789,0.578947368,2,0,1,2,1,0
Huddersfield,Chelsea,0.473684211,1.578947368,0.421052632,1.894736842,0.526315789,1.263157895,0.578947368,1.657894737,10.68421053,14.78947368,10.52631579,10.52631579,3.105263158,5.210526316,3,4.210526316,0.631578947,0.631578947,0.421052632,0.631578947,2,0,1,3,1,1
Newcastle,Tottenham,1.315789474,1.736842105,1.184210526,1.868421053,1.263157895,1.736842105,1.105263158,1.763157895,14,12,11.68421053,11.68421053,3.736842105,4.973684211,4.210526316,4.421052632,0.789473684,0.631578947,0.578947368,0.631578947,2,0,1,3,1,1
Watford,Brighton,1.421052632,0.684210526,1.315789474,0.947368421,1.368421053,0.842105263,1.368421053,0.921052632,11.78947368,8.684210526,11.42105263,11.42105263,3.973684211,2.842105263,4.368421053,2.894736842,0.842105263,0.526315789,0.684210526,0.526315789,0,1,0,2,1,0
Wolves,Everton,1.789473684,1.052631579,1.5,1.421052632,1.473684211,1.263157895,1.236842105,1.421052632,14.05263158,11.36842105,12.47368421,12.47368421,3.973684211,4.447368421,4.473684211,4.421052632,0.842105263,0.526315789,0.368421053,0.526315789,1,0,0,4,1,1
Arsenal,Man City,2.368421053,2.315789474,1.842105263,2.578947368,2.210526316,2,1.921052632,2.5,13.47368421,15.63157895,12.26315789,12.26315789,4.473684211,6.842105263,5.052631579,5.894736842,0.947368421,0.473684211,0.421052632,0.473684211,2,0,1,2,1,0
Liverpool,West Ham,2.789473684,1.105263158,2.552631579,1.368421053,2.894736842,1.052631579,2.342105263,1.368421053,17.63157895,10.31578947,15.10526316,15.10526316,5.947368421,4.131578947,6.631578947,3.631578947,0.842105263,0.421052632,0.631578947,0.421052632,0,1,0,4,1,1
Southampton,Burnley,1.210526316,0.894736842,1.026315789,1.052631579,1.421052632,1.105263158,1.184210526,1.184210526,13.57894737,7.842105263,12.63157895,12.63157895,4.263157895,3.026315789,4.684210526,2.578947368,0.894736842,0.578947368,0.684210526,0.578947368,1,0,0,0,0,0
Cardiff,Newcastle,1.052631579,1.052631579,0.918918919,1.216216216,1.105263158,0.947368421,0.918918919,1.108108108,12.10526316,9.368421053,11,11,3.378378378,3.783783784,3.578947368,3.263157895,0.789473684,0.368421053,0.631578947,0.368421053,1,0,0,0,0,0
Chelsea,Arsenal,2.210526316,1.315789474,1.864864865,1.891891892,2.052631579,1.631578947,1.621621622,1.972972973,17.10526316,11.05263158,16.02702703,16.02702703,5.243243243,4.513513514,6.210526316,3.894736842,0.842105263,0.736842105,0.473684211,0.736842105,0,1,0,5,1,1
Everton,Southampton,1.789473684,0.842105263,1.432432432,1.027027027,1.578947368,0.947368421,1.405405405,1.216216216,14.68421053,11.68421053,13.21621622,13.21621622,4.432432432,4.297297297,4.473684211,3.842105263,0.789473684,0.526315789,0.421052632,0.526315789,0,1,0,3,1,1
Leicester,Wolves,1.421052632,1.210526316,1.405405405,1.513513514,1.263157895,1,1.351351351,1.216216216,15.68421053,10.89473684,13.56756757,13.56756757,4.864864865,3.972972973,5.210526316,3.473684211,0.736842105,0.368421053,0.473684211,0.368421053,0,1,0,2,1,0
Tottenham,Fulham,2,0.263157895,1.837837838,0.702702703,1.789473684,0.631578947,1.756756757,0.918918919,16.21052632,9.421052632,14.08108108,14.08108108,4.972972973,3.864864865,5.526315789,3.315789474,0.631578947,0.578947368,0.526315789,0.578947368,0,1,0,4,1,1
West Ham,Bournemouth,1.631578947,0.842105263,1.405405405,1.135135135,1.684210526,1.368421053,1.405405405,1.459459459,12.89473684,11.47368421,11.78378378,11.78378378,4.189189189,4.297297297,4.631578947,4.263157895,0.789473684,0.684210526,0.578947368,0.684210526,2,0,1,3,1,1
Brighton,Man United,1.210526316,1.578947368,0.972972973,1.702702703,1,1.684210526,0.945945946,1.702702703,10.52631579,12.73684211,9.702702703,9.702702703,2.918918919,5.918918919,2.789473684,5.210526316,0.631578947,0.684210526,0.421052632,0.684210526,0,1,0,5,1,1
Burnley,Watford,1.210526316,1.210526316,1.054054054,1.27027027,1.263157895,1.368421053,1.216216216,1.351351351,11.05263158,11.05263158,9.27027027,9.27027027,2.945945946,3.945945946,3.473684211,3.578947368,0.894736842,0.578947368,0.578947368,0.578947368,2,0,1,4,1,1
Man City,Huddersfield,2.842105263,0.368421053,2.567567568,0.432432432,3,0.631578947,2.513513514,0.594594595,20.31578947,10.36842105,18,18,6.810810811,3.162162162,7.789473684,3.210526316,0.842105263,0.473684211,0.736842105,0.473684211,0,1,0,7,1,1
Crystal Palace,Liverpool,1.052631579,2.315789474,1.243243243,2.540540541,1,1.789473684,1.324324324,2.297297297,15.47368421,12.57894737,13,13,3.702702703,5.891891892,4,5.263157895,0.631578947,0.473684211,0.315789474,0.473684211,2,0,1,2,1,0
Arsenal,West Ham,2.5,1.166666667,1.944444444,1.444444444,2.333333333,1.111111111,1.972222222,1.416666667,13.72222222,10.61111111,12.27777778,12.27777778,4.472222222,4.166666667,5.166666667,3.722222222,0.944444444,0.388888889,0.444444444,0.388888889,0,1,0,4,1,1
Bournemouth,Everton,1.444444444,1.055555556,1.083333333,1.388888889,1.555555556,1.222222222,1.444444444,1.388888889,12.05555556,11.66666667,11.75,11.75,4.277777778,4.361111111,4.333333333,4.388888889,0.777777778,0.5,0.611111111,0.5,1,0,0,4,1,1
Huddersfield,Cardiff,0.5,0.777777778,0.444444444,0.916666667,0.555555556,0.722222222,0.583333333,0.944444444,10.94444444,9.833333333,10.80555556,10.80555556,3.222222222,3.444444444,3.111111111,3.166666667,0.611111111,0.388888889,0.388888889,0.388888889,1,0,0,0,0,0
Liverpool,Brighton,2.777777778,0.722222222,2.527777778,0.916666667,2.833333333,0.888888889,2.305555556,0.888888889,17.61111111,8.833333333,15,15,5.888888889,2.916666667,6.555555556,3.055555556,0.833333333,0.555555556,0.611111111,0.555555556,0,1,0,1,0,0
Southampton,Leicester,1.222222222,1.388888889,1.055555556,1.361111111,1.5,1.444444444,1.222222222,1.333333333,13.33333333,11.33333333,12.41666667,12.41666667,4.305555556,4.944444444,4.777777778,4.5,0.944444444,0.5,0.722222222,0.5,2,0,1,3,1,1
Wolves,Man City,1.833333333,2.277777778,1.555555556,2.555555556,1.444444444,2,1.25,2.416666667,14.22222222,15.55555556,12.55555556,12.55555556,4,6.611111111,4.5,5.777777778,0.833333333,0.5,0.333333333,0.5,1,0,0,2,1,0
Fulham,Burnley,1.166666667,0.888888889,0.722222222,1.083333333,1.222222222,1.166666667,0.916666667,1.222222222,14.38888889,7.388888889,11.88888889,11.88888889,3.888888889,2.944444444,4.444444444,2.388888889,0.888888889,0.611111111,0.555555556,0.611111111,0,1,0,6,1,1
Newcastle,Chelsea,1.388888889,1.5,1.222222222,1.833333333,1.277777778,1.166666667,1.138888889,1.583333333,13.94444444,14.88888889,11.58333333,11.58333333,3.722222222,5.083333333,4.333333333,4.222222222,0.777777778,0.611111111,0.555555556,0.611111111,2,0,1,3,1,1
Watford,Crystal Palace,1.333333333,1.444444444,1.222222222,1.277777778,1.333333333,1.666666667,1.305555556,1.361111111,11.38888889,10.38888889,11.27777778,11.27777778,3.888888889,3.75,4.333333333,3.388888889,0.833333333,0.611111111,0.722222222,0.611111111,0,1,0,3,1,1
Man United,Tottenham,1.833333333,1.666666667,1.75,1.805555556,1.722222222,1.722222222,1.694444444,1.722222222,15.33333333,11.83333333,14.13888889,14.13888889,6,4.805555556,6.666666667,4.388888889,0.888888889,0.611111111,0.666666667,0.611111111,2,0,1,3,1,1
Brighton,Fulham,1.111111111,0.277777778,0.942857143,0.657142857,0.888888889,0.611111111,0.914285714,0.828571429,10.77777778,9.388888889,9.914285714,9.914285714,2.942857143,3.657142857,2.777777778,3.333333333,0.611111111,0.555555556,0.388888889,0.555555556,1,0,0,4,1,1
Chelsea,Bournemouth,2.166666667,0.722222222,1.8,1.085714286,2,1.333333333,1.571428571,1.428571429,16.72222222,11.44444444,15.82857143,15.82857143,5.142857143,4.257142857,5.944444444,4.222222222,0.833333333,0.666666667,0.444444444,0.666666667,0,1,0,2,1,0
Crystal Palace,Southampton,1.111111111,0.888888889,1.314285714,1.085714286,1.055555556,0.944444444,1.371428571,1.228571429,15.88888889,11.5,13.25714286,13.25714286,3.771428571,4.285714286,4.111111111,3.833333333,0.611111111,0.5,0.333333333,0.5,2,0,1,2,1,0
Everton,Huddersfield,1.722222222,0.388888889,1.4,0.428571429,1.555555556,0.611111111,1.371428571,0.6,14.77777778,10.66666667,13.28571429,13.28571429,4.4,3.285714286,4.333333333,3.333333333,0.777777778,0.444444444,0.388888889,0.444444444,1,0,0,2,1,0
Leicester,Liverpool,1.333333333,2.277777778,1.314285714,2.514285714,1.222222222,1.777777778,1.314285714,2.342857143,16.22222222,12.38888889,13.94285714,13.94285714,4.942857143,5.828571429,5.388888889,5.222222222,0.722222222,0.5,0.5,0.5,2,0,1,3,1,1
Man City,Newcastle,2.833333333,1.055555556,2.6,1.257142857,2.833333333,1,2.457142857,1.142857143,19.66666667,9.222222222,17.6,17.6,6.628571429,3.771428571,7.444444444,3.111111111,0.833333333,0.388888889,0.722222222,0.388888889,0,1,0,3,1,1
West Ham,Wolves,1.722222222,1.277777778,1.485714286,1.571428571,1.722222222,1.055555556,1.428571429,1.257142857,13,10.88888889,11.77142857,11.77142857,4.142857143,4.057142857,4.611111111,3.5,0.777777778,0.388888889,0.555555556,0.388888889,2,0,1,1,0,0
Burnley,Man United,1.277777778,1.666666667,1.114285714,1.8,1.277777778,1.666666667,1.2,1.742857143,11.22222222,12.94444444,9.228571429,9.228571429,2.971428571,6.028571429,3.5,5.333333333,0.888888889,0.666666667,0.555555556,0.666666667,2,0,1,2,1,0
Cardiff,Arsenal,1.055555556,1.388888889,0.914285714,1.914285714,1.166666667,1.611111111,0.971428571,1.942857143,12.11111111,10.83333333,10.88571429,10.88571429,3.428571429,4.314285714,3.722222222,3.777777778,0.833333333,0.722222222,0.666666667,0.722222222,2,0,1,5,1,1
Watford,Tottenham,1.235294118,1.588235294,1.171428571,1.771428571,1.294117647,1.647058824,1.285714286,1.685714286,11.29411765,12,11.22857143,11.22857143,3.857142857,4.8,4.294117647,4.352941176,0.823529412,0.588235294,0.705882353,0.588235294,0,1,0,3,1,1
Bournemouth,Leicester,1.470588235,1.294117647,1.117647059,1.352941176,1.529411765,1.411764706,1.470588235,1.323529412,11.76470588,11.52941176,11.70588235,11.70588235,4.352941176,4.941176471,4.294117647,4.470588235,0.764705882,0.470588235,0.588235294,0.470588235,0,1,0,6,1,1
Chelsea,Cardiff,2.117647059,0.764705882,1.764705882,0.941176471,2,0.764705882,1.558823529,0.941176471,16.29411765,9.588235294,15.58823529,15.58823529,5.117647059,3.441176471,5.941176471,3.117647059,0.823529412,0.411764706,0.470588235,0.411764706,0,1,0,5,1,1
Huddersfield,Crystal Palace,0.470588235,1.529411765,0.411764706,1.352941176,0.588235294,1.705882353,0.588235294,1.411764706,11.29411765,10.47058824,11.02941176,11.02941176,3.205882353,3.705882353,3.235294118,3.411764706,0.647058824,0.588235294,0.411764706,0.588235294,2,0,1,1,0,0
Man City,Fulham,2.823529412,0.235294118,2.588235294,0.647058824,2.882352941,0.529411765,2.470588235,0.794117647,19.41176471,9.352941176,17.41176471,17.41176471,6.588235294,3.617647059,7.411764706,3.235294118,0.823529412,0.529411765,0.705882353,0.529411765,0,1,0,3,1,1
Newcastle,Arsenal,1.470588235,1.294117647,1.294117647,1.882352941,1.294117647,1.529411765,1.147058824,1.911764706,14.41176471,10.47058824,12,12,3.823529412,4.117647059,4.470588235,3.352941176,0.764705882,0.705882353,0.529411765,0.705882353,2,0,1,3,1,1
Tottenham,Liverpool,1.944444444,2.235294118,1.823529412,2.5,1.722222222,1.764705882,1.705882353,2.352941176,15.72222222,12.52941176,14,14,4.882352941,5.882352941,5.222222222,5.294117647,0.611111111,0.470588235,0.5,0.470588235,2,0,1,3,1,1
Watford,Man United,1.125,1.588235294,1.117647059,1.764705882,1.25,1.647058824,1.264705882,1.735294118,11.5625,12.47058824,11.35294118,11.35294118,3.882352941,5.941176471,4.375,5.117647059,0.8125,0.705882353,0.6875,0.705882353,2,0,1,3,1,1
Everton,West Ham,1.764705882,1.235294118,1.411764706,1.529411765,1.588235294,1.117647059,1.382352941,1.470588235,15,10.47058824,13.35294118,13.35294118,4.5,4.176470588,4.529411765,3.647058824,0.764705882,0.352941176,0.411764706,0.352941176,2,0,1,4,1,1
Wolves,Burnley,1.882352941,0.941176471,1.529411765,1.147058824,1.470588235,1.117647059,1.264705882,1.235294118,14.41176471,7.117647059,12.52941176,12.52941176,4,3,4.647058824,2.411764706,0.823529412,0.588235294,0.352941176,0.588235294,0,1,0,1,0,0
Southampton,Brighton,1.294117647,0.764705882,1.029411765,0.941176471,1.529411765,0.941176471,1.205882353,0.882352941,13.47058824,9,12.26470588,12.26470588,4.235294118,2.882352941,4.764705882,3.117647059,0.941176471,0.588235294,0.705882353,0.588235294,1,0,0,4,1,1
Brighton,Tottenham,1.117647059,1.6875,0.939393939,1.878787879,0.823529412,1.6875,0.848484848,1.727272727,10.52941176,12.0625,9.696969697,9.696969697,2.848484848,4.939393939,2.647058824,4.5,0.588235294,0.5625,0.352941176,0.5625,2,0,1,3,1,1
Burnley,Bournemouth,1.352941176,0.764705882,1.181818182,1.060606061,1.352941176,1.411764706,1.272727273,1.393939394,11.35294118,11.64705882,9.303030303,9.303030303,3.03030303,4.333333333,3.588235294,4.411764706,0.882352941,0.705882353,0.588235294,0.705882353,0,1,0,4,1,1
Cardiff,Man City,1.117647059,2.352941176,0.96969697,2.575757576,1.117647059,2.058823529,0.939393939,2.454545455,12,15.41176471,10.93939394,10.93939394,3.484848485,6.515151515,3.764705882,5.764705882,0.823529412,0.529411765,0.647058824,0.529411765,2,0,1,5,1,1
Crystal Palace,Newcastle,1.176470588,1.117647059,1.303030303,1.333333333,1.117647059,1,1.424242424,1.151515152,15.64705882,9.588235294,13.24242424,13.24242424,3.757575758,3.878787879,4,3.176470588,0.588235294,0.352941176,0.352941176,0.352941176,1,0,0,0,0,0
Fulham,Watford,1.058823529,1.111111111,0.666666667,1.151515152,1.058823529,1.277777778,0.818181818,1.272727273,13.76470588,11.16666667,11.63636364,11.63636364,3.636363636,3.848484848,4,3.444444444,0.882352941,0.555555556,0.529411765,0.555555556,1,0,0,2,1,0
Leicester,Huddersfield,1.411764706,0.352941176,1.393939394,0.424242424,1.235294118,0.588235294,1.303030303,0.606060606,16.47058824,10.76470588,14,14,4.848484848,3.242424242,5.411764706,3.176470588,0.705882353,0.470588235,0.470588235,0.470588235,0,1,0,4,1,1
Liverpool,Southampton,2.764705882,0.764705882,2.484848485,1.03030303,2.941176471,0.882352941,2.363636364,1.181818182,17.35294118,11.05882353,14.87878788,14.87878788,5.757575758,4.212121212,6.470588235,3.705882353,0.882352941,0.529411765,0.647058824,0.529411765,0,1,0,3,1,1
Man United,Wolves,1.941176471,1.176470588,1.727272727,1.484848485,1.823529412,1.058823529,1.727272727,1.272727273,14.88235294,10.64705882,13.81818182,13.81818182,5.939393939,3.909090909,6.764705882,3.352941176,0.882352941,0.411764706,0.647058824,0.411764706,1,0,0,2,1,0
Arsenal,Everton,2.470588235,1.058823529,1.848484848,1.454545455,2.294117647,1.176470588,1.909090909,1.393939394,13.52941176,11.70588235,12,12,4.181818182,4.515151515,4.882352941,4.470588235,0.941176471,0.470588235,0.411764706,0.470588235,0,1,0,2,1,0
West Ham,Chelsea,1.823529412,1.411764706,1.484848485,1.727272727,1.823529412,1.117647059,1.424242424,1.484848485,13,14.88235294,11.81818182,11.81818182,4.181818182,5.060606061,4.705882353,4.294117647,0.823529412,0.588235294,0.588235294,0.588235294,1,0,0,0,0,0
Arsenal,Watford,2.4375,1.117647059,1.8125,1.15625,2.3125,1.294117647,1.90625,1.28125,13.8125,11.17647059,12.09375,12.09375,4.15625,3.78125,4.875,3.294117647,0.9375,0.588235294,0.4375,0.588235294,0,1,0,2,1,0
Chelsea,Liverpool,2.0625,2.1875,1.75,2.46875,1.875,1.75,1.53125,2.34375,16.1875,12.25,15.46875,15.46875,5.03125,5.8125,5.875,5,0.8125,0.4375,0.4375,0.4375,1,0,0,2,1,0
Everton,Fulham,1.875,0.25,1.5,0.65625,1.625,0.5625,1.4375,0.8125,14.9375,9.375,13.40625,13.40625,4.46875,3.65625,4.5625,3.25,0.75,0.5,0.375,0.5,0,1,0,3,1,1
Huddersfield,Tottenham,0.5,1.6,0.4375,1.84375,0.625,1.666666667,0.59375,1.71875,11.0625,11.8,10.96875,10.96875,3.28125,4.875,3.3125,4.333333333,0.6875,0.533333333,0.4375,0.533333333,2,0,1,2,1,0
Man City,Brighton,2.8125,0.75,2.5625,0.96875,2.875,0.875,2.375,0.84375,18.875,8.8125,16.96875,16.96875,6.40625,2.8125,7.3125,3.0625,0.8125,0.5625,0.6875,0.5625,0,1,0,2,1,0
Newcastle,Leicester,1.5625,1.375,1.34375,1.34375,1.3125,1.375,1.1875,1.25,15.0625,11.375,12.4375,12.4375,3.90625,4.75,4.625,4.25,0.75,0.4375,0.5,0.4375,2,0,1,2,1,0
West Ham,Man United,1.875,1.5,1.5,1.75,1.9375,1.625,1.46875,1.75,13.4375,12.6875,12,12,4.28125,5.9375,4.9375,5.0625,0.875,0.6875,0.625,0.6875,0,1,0,4,1,1
Wolves,Southampton,1.8125,0.8125,1.5,1.0625,1.5,0.9375,1.28125,1.21875,13.4375,11.3125,12.03125,12.03125,3.78125,4.3125,4.5,3.875,0.875,0.5,0.375,0.5,0,1,0,2,1,0
Cardiff,Burnley,1.1875,1,1,1.125,1.1875,1.1875,0.96875,1.1875,12.625,7.125,11.21875,11.21875,3.53125,2.96875,3.875,2.4375,0.8125,0.625,0.625,0.625,2,0,1,3,1,1
Bournemouth,Crystal Palace,1.375,1.4375,1.09375,1.3125,1.375,1.75,1.4375,1.46875,11.875,10.6875,11.53125,11.53125,4.3125,3.75,4.25,3.5,0.75,0.625,0.5625,0.625,0,1,0,3,1,1
Brighton,West Ham,1.1875,1.125,1,1.451612903,0.8125,1,0.870967742,1.419354839,10.6875,10.5625,9.935483871,9.935483871,2.870967742,4.322580645,2.5625,3.625,0.5625,0.3125,0.3125,0.3125,0,1,0,1,0,0
Burnley,Huddersfield,1.25,0.375,1.064516129,0.451612903,1.1875,0.5625,1.161290323,0.612903226,11.3125,10.875,9.419354839,9.419354839,3,3.225806452,3.5,3.25,0.875,0.4375,0.5625,0.4375,1,0,0,2,1,0
Crystal Palace,Wolves,1.1875,1.1875,1.35483871,1.451612903,1.1875,1.0625,1.483870968,1.258064516,15.625,10.625,13.25806452,13.25806452,3.806451613,3.709677419,4,3.0625,0.625,0.4375,0.375,0.4375,2,0,1,1,0,0
Leicester,Everton,1.3125,1.125,1.290322581,1.451612903,1.125,1.25,1.225806452,1.387096774,16.375,11.875,13.93548387,13.93548387,4.741935484,4.419354839,5.25,4.375,0.6875,0.5,0.4375,0.5,2,0,1,3,1,1
Man United,Newcastle,2,1.125,1.806451613,1.387096774,1.875,1.0625,1.774193548,1.225806452,14.875,9.8125,13.93548387,13.93548387,6,4,6.8125,3.1875,0.875,0.375,0.6875,0.375,0,1,0,5,1,1
Tottenham,Cardiff,2.058823529,0.8125,1.806451613,1.032258065,1.764705882,0.75,1.709677419,0.967741935,16,9.8125,14.16129032,14.16129032,4.838709677,3.483870968,5.352941176,3.1875,0.588235294,0.375,0.470588235,0.375,0,1,0,1,0,0
Watford,Bournemouth,1.2,0.8125,1.193548387,1.032258065,1.266666667,1.5,1.322580645,1.419354839,11.4,11.1875,11.22580645,11.22580645,3.774193548,4.290322581,4.333333333,4.375,0.8,0.6875,0.666666667,0.6875,2,0,1,4,1,1
Fulham,Arsenal,1.0625,1.1875,0.677419355,1.774193548,1.0625,1.5,0.838709677,1.903225806,13.6875,10.375,11.70967742,11.70967742,3.774193548,4.225806452,4.0625,3.4375,0.875,0.6875,0.5625,0.6875,2,0,1,6,1,1
Liverpool,Man City,2.75,2.3125,2.516129032,2.548387097,2.9375,1.875,2.387096774,2.387096774,17.6875,15.0625,15.03225806,15.03225806,5.806451613,6.35483871,6.625,5.5,0.875,0.5,0.625,0.5,1,0,0,0,0,0
Southampton,Chelsea,1.3125,1.4375,1.096774194,1.774193548,1.5,1.1875,1.258064516,1.548387097,13.4375,14.75,12.22580645,12.22580645,4.258064516,5.064516129,4.75,4.1875,0.9375,0.625,0.6875,0.625,2,0,1,3,1,1
Bournemouth,Southampton,1.266666667,0.866666667,0.966666667,1.133333333,1.333333333,1,1.333333333,1.3,11.93333333,10.93333333,11.6,11.6,4.2,4.2,4.2,3.733333333,0.733333333,0.533333333,0.533333333,0.533333333,1,0,0,0,0,0
Cardiff,Fulham,1.266666667,0.266666667,1.066666667,0.7,1.2,0.6,1,0.833333333,12.2,9.6,11.06666667,11.06666667,3.4,3.766666667,3.8,3.466666667,0.8,0.466666667,0.6,0.466666667,0,1,0,6,1,1
Chelsea,Man United,2.133333333,1.6,1.733333333,1.766666667,1.933333333,1.666666667,1.5,1.733333333,16.6,12.93333333,15.46666667,15.46666667,5.033333333,5.866666667,6,5.133333333,0.8,0.666666667,0.466666667,0.666666667,1,0,0,4,1,1
Huddersfield,Liverpool,0.533333333,2.266666667,0.433333333,2.566666667,0.666666667,1.8,0.6,2.466666667,11.2,12.2,10.76666667,10.76666667,3.266666667,5.933333333,3.2,4.933333333,0.666666667,0.466666667,0.466666667,0.466666667,2,0,1,1,0,0
Man City,Burnley,2.8,0.866666667,2.6,1.066666667,2.933333333,1.133333333,2.466666667,1.166666667,18.26666667,7.4,16.96666667,16.96666667,6.5,3,7.266666667,2.466666667,0.8,0.6,0.733333333,0.6,0,1,0,5,1,1
Newcastle,Brighton,1.666666667,0.8,1.433333333,0.933333333,1.4,0.933333333,1.2,0.866666667,15.66666667,9.133333333,12.63333333,12.63333333,3.866666667,2.833333333,4.866666667,3.2,0.733333333,0.6,0.533333333,0.6,2,0,1,1,0,0
West Ham,Tottenham,1.8,1.5,1.5,1.766666667,1.866666667,1.642857143,1.466666667,1.733333333,13.8,11.92857143,11.96666667,11.96666667,4.333333333,4.766666667,5.066666667,4.214285714,0.866666667,0.571428571,0.6,0.571428571,2,0,1,1,0,0
Wolves,Watford,1.733333333,1.1875,1.4,1.233333333,1.466666667,1.375,1.266666667,1.366666667,13.4,11.0625,12.13333333,12.13333333,3.766666667,3.833333333,4.4,3.25,0.866666667,0.625,0.4,0.625,2,0,1,2,1,0
Everton,Crystal Palace,1.8,1.533333333,1.4,1.4,1.533333333,1.8,1.366666667,1.533333333,14.66666667,10.73333333,13.1,13.1,4.3,3.8,4.466666667,3.6,0.733333333,0.6,0.333333333,0.6,0,1,0,2,1,0
Arsenal,Leicester,2.4,1.266666667,1.733333333,1.333333333,2.333333333,1.333333333,1.8,1.233333333,14.13333333,11.33333333,12.3,12.3,4.133333333,4.833333333,5.066666667,4.2,0.933333333,0.466666667,0.466666667,0.466666667,0,1,0,4,1,1
Brighton,Wolves,1.066666667,1.066666667,0.862068966,1.448275862,0.8,1.066666667,0.862068966,1.310344828,10.8,10.86666667,10.03448276,10.03448276,2.862068966,3.862068966,2.466666667,3.133333333,0.6,0.466666667,0.333333333,0.466666667,0,1,0,1,0,0
Fulham,Bournemouth,1.133333333,0.666666667,0.724137931,0.965517241,1.066666667,1.333333333,0.793103448,1.379310345,13.2,11.26666667,11.48275862,11.48275862,3.75862069,4.275862069,4.066666667,4.2,0.866666667,0.666666667,0.533333333,0.666666667,2,0,1,3,1,1
Leicester,West Ham,1.4,1.2,1.379310345,1.551724138,1.133333333,1.066666667,1.24137931,1.517241379,16.93333333,10.13333333,14.34482759,14.34482759,4.931034483,4.344827586,5.466666667,3.6,0.666666667,0.333333333,0.4,0.333333333,1,0,0,2,1,0
Liverpool,Cardiff,2.866666667,0.866666667,2.551724138,1,3.133333333,0.8,2.517241379,0.896551724,18.4,9.933333333,15.44827586,15.44827586,6.068965517,3.344827586,6.933333333,3,0.933333333,0.4,0.666666667,0.4,0,1,0,5,1,1
Southampton,Newcastle,1.4,1.2,1.137931034,1.482758621,1.6,1,1.344827586,1.24137931,13.33333333,9.6,12.27586207,12.27586207,4.206896552,3.793103448,4.666666667,2.866666667,0.933333333,0.333333333,0.666666667,0.333333333,1,0,0,0,0,0
Watford,Huddersfield,1.285714286,0.333333333,1.172413793,0.448275862,1.357142857,0.533333333,1.344827586,0.620689655,11.21428571,10.33333333,11.20689655,11.20689655,3.862068966,3.344827586,4.5,3.333333333,0.785714286,0.466666667,0.642857143,0.466666667,0,1,0,3,1,1
